Longitude,Latitude,datetime,UHI Index,NDVI,NDWI,NDBI,LST
-73.90916667,40.81310667,24-07-2021 15:53,1.030288903,0.206056616194865,-0.2266488115165718,-0.0110375275938189,37.78553354000002
-73.90918667,40.813045,24-07-2021 15:53,1.030288903,0.4850894632206759,-0.4627937336814621,-0.1828978622327791,37.78553354000002
-73.909215,40.81297833,24-07-2021 15:53,1.023797758,0.4850894632206759,-0.4627937336814621,-0.1828978622327791,37.78553354000002
-73.90924167,40.81290833,24-07-2021 15:53,1.023797758,0.495835458099609,-0.4834794335805799,-0.1739594450373532,37.78553354000002
-73.90925667,40.812845,24-07-2021 15:53,1.021634043,0.5061857466457571,-0.4781121751025992,-0.1438401482069604,37.35828104000001
-73.90928,40.81277667,24-07-2021 15:53,1.021634043,0.5790482274033855,-0.5256904798642185,-0.2089497493581122,37.35828104000001
-73.90931167,40.81271,24-07-2021 15:53,1.015142899,0.5790482274033855,-0.5256904798642185,-0.2089497493581122,37.35828104000001
-73.90934,40.81264333,24-07-2021 15:53,1.015142899,0.5122828040742959,-0.5154608225758031,-0.1406620720822506,37.35828104000001
-73.90936333,40.81256167,24-07-2021 15:53,1.012979184,0.4698870765370138,-0.48338081671415,-0.1040169631287548,36.28502276000006
-73.90938333,40.812485,24-07-2021 15:53,1.012979184,0.4863912904258725,-0.456313725490196,-0.0756575136137179,36.28502276000006
-73.90939333,40.81240333,24-07-2021 15:53,1.010815469,0.4392833443928334,-0.416952474277315,-0.0419118530082862,36.28502276000006
-73.90942,40.81233,24-07-2021 15:53,1.010815469,0.3240038872691934,-0.3039816232771822,0.150093574547723,36.70202119999999
-73.90945333,40.81223667,24-07-2021 15:53,1.010815469,0.2722563936549045,-0.275974025974026,-0.0143244289585753,36.70202119999999
-73.90947667,40.81216333,24-07-2021 15:53,1.010815469,0.2722563936549045,-0.275974025974026,-0.0143244289585753,36.70202119999999
-73.90949333,40.81209333,24-07-2021 15:53,1.010815469,0.1643356643356643,-0.1885782272456871,0.0636203866432337,36.70202119999999
-73.90952167,40.81203167,24-07-2021 15:53,1.010815469,0.1191977077363896,-0.1556213017751479,0.0749555950266429,37.09509350000002
-73.90953,40.81198167,24-07-2021 15:53,1.010815469,0.1113274910743265,-0.1352785145888594,0.1466666666666666,37.09509350000002
-73.90954833,40.81194,24-07-2021 15:54,1.010815469,0.0662315223651372,-0.0854016025014657,-0.0938453963564746,37.09509350000002
-73.90956333,40.8119,24-07-2021 15:54,1.010815469,0.0662315223651372,-0.0854016025014657,-0.0938453963564746,37.09509350000002
-73.90958167,40.81186333,24-07-2021 15:54,1.010815469,0.0461771385314155,-0.0968253968253968,0.0520178346861781,37.09509350000002
-73.9096,40.81181167,24-07-2021 15:54,1.012979184,0.0461771385314155,-0.0968253968253968,0.0520178346861781,37.09509350000002
-73.909615,40.81175333,24-07-2021 15:54,1.012979184,0.0582428430404738,-0.0890619708770741,0.0989072569347156,37.44373154000005
-73.90963167,40.8117,24-07-2021 15:54,1.012979184,0.0576970292167935,-0.0796992481203007,0.04,37.44373154000005
-73.90964667,40.81164333,24-07-2021 15:54,1.012979184,0.0576970292167935,-0.0796992481203007,0.04,37.44373154000005
-73.90966167,40.81157833,24-07-2021 15:54,1.012979184,0.0032432432432432,-0.0464591790708164,0.0040781283537239,37.44373154000005
-73.909675,40.81151,24-07-2021 15:54,1.012979184,0.1240251572327044,-0.1813855103120042,0.0229608572053356,37.49500183999999
-73.90969333,40.81144167,24-07-2021 15:54,1.012979184,0.4478889873043992,-0.4400234914109528,-0.1452592246613732,37.49500183999999
-73.909705,40.81137667,24-07-2021 15:54,1.012979184,0.4478889873043992,-0.4400234914109528,-0.1452592246613732,37.49500183999999
-73.90971333,40.81132,24-07-2021 15:54,1.012979184,0.5000785545954438,-0.4752781211372064,-0.1320844202039364,37.49500183999999
-73.909745,40.81123,24-07-2021 15:54,1.012979184,0.3694799658994032,-0.3680803951626639,-0.0935330156569094,37.3343549
-73.909755,40.81120333,24-07-2021 15:54,1.012979184,0.3694799658994032,-0.3680803951626639,-0.0935330156569094,37.3343549
-73.90977,40.81116167,24-07-2021 15:54,1.015142899,0.2409191994069681,-0.2361085471663282,-0.0028455893365283,37.3343549
-73.90978667,40.81111833,24-07-2021 15:54,1.015263105,0.2409191994069681,-0.2361085471663282,-0.0028455893365283,37.3343549
-73.90980833,40.81106,24-07-2021 15:54,1.015263105,0.3234587670136108,-0.3194971063659948,0.0460251046025104,37.3343549
-73.909875,40.810865,24-07-2021 15:54,1.019590535,0.2950665916338398,-0.2656278643446379,0.0588876772082878,37.327518860000055
-73.9099,40.81081,24-07-2021 15:54,1.019590535,0.135281711358843,-0.216661285114627,0.1024297284421152,37.29333866000002
-73.90992833,40.81075333,24-07-2021 15:54,1.02175425,0.135281711358843,-0.216661285114627,0.1024297284421152,37.29333866000002
-73.909965,40.810705,24-07-2021 15:54,1.02175425,0.1522368844544576,-0.1672644277795891,0.0575227063314466,37.18396202000002
-73.90995167,40.81062833,24-07-2021 15:54,1.023917965,0.2412698412698412,-0.272372274650179,0.0134981708086287,37.18396202000002
-73.90991333,40.8106,24-07-2021 15:54,1.02175425,0.2412698412698412,-0.272372274650179,0.0134981708086287,37.18396202000002
-73.90974333,40.810515,24-07-2021 15:54,1.02175425,0.2904258725584374,-0.2962367320681891,-0.0225831007358538,37.28650262000002
-73.90966667,40.810495,24-07-2021 15:54,1.019590535,0.4067684140676841,-0.3748378728923476,0.0042273367778299,37.28650262000002
-73.90959167,40.81047333,24-07-2021 15:54,1.019590535,0.4067684140676841,-0.3748378728923476,0.0042273367778299,37.99061474000001
-73.90951833,40.810445,24-07-2021 15:54,1.019590535,0.6849942726231386,-0.6229485588194732,-0.158267716535433,37.77869750000002
-73.90944,40.81042333,24-07-2021 15:54,1.019590535,0.624207492795389,-0.578932623616753,-0.1250623814751971,37.77869750000002
-73.909385,40.8104,24-07-2021 15:54,1.019590535,0.624207492795389,-0.578932623616753,-0.1250623814751971,37.77869750000002
-73.909345,40.81038,24-07-2021 15:54,1.019590535,0.4823670053795577,-0.4720284908740169,-0.0617574654821791,37.77869750000002
-73.90925333,40.81033333,24-07-2021 15:54,1.01742682,0.3748571428571428,-0.3723085697989448,-0.0945069941999317,37.77869750000002
-73.90922333,40.81030667,24-07-2021 15:54,1.019590535,0.3748571428571428,-0.3723085697989448,-0.0945069941999317,37.77869750000002
-73.90917333,40.81029333,24-07-2021 15:55,1.019590535,0.1897574123989218,-0.2278164116828929,-0.0350568648141634,37.77869750000002
-73.90911833,40.81028,24-07-2021 15:55,1.019590535,0.1897574123989218,-0.2278164116828929,-0.0350568648141634,37.77869750000002
-73.909055,40.81026167,24-07-2021 15:55,1.019590535,0.0981109079829372,-0.1379854752131354,0.0662002850110117,38.899808060000055
-73.90897833,40.81023833,24-07-2021 15:55,1.019590535,0.0706886045094454,-0.1120253164556962,0.0471800433839479,38.899808060000055
-73.908895,40.81021833,24-07-2021 15:55,1.019590535,0.0706886045094454,-0.1120253164556962,0.0471800433839479,38.899808060000055
-73.90871333,40.81017333,24-07-2021 15:55,1.02175425,0.1165943600867678,-0.1535014005602241,0.1938925320544191,39.24502808
-73.90862167,40.810155,24-07-2021 15:55,1.02175425,0.1558901682905225,-0.1180124223602484,0.0776570368407103,39.24502808
-73.90853667,40.81013833,24-07-2021 15:55,1.02175425,0.1558901682905225,-0.1180124223602484,0.0776570368407103,39.836345540000025
-73.90847,40.81012667,24-07-2021 15:55,1.023917965,0.1558901682905225,-0.1180124223602484,0.0776570368407103,39.836345540000025
-73.90843167,40.810125,24-07-2021 15:55,1.023917965,0.1625592417061611,-0.1568026408865833,0.0894580549368968,39.836345540000025
-73.90818333,40.81009667,24-07-2021 15:55,1.015263105,0.1105694659871482,-0.1370235934664246,0.2546103509815586,39.836345540000025
