Longitude,Latitude,datetime,UHI Index,NDVI,NDWI,NDBI,LST,air_temp,rel_humidity,avg_windspeed,wind_direction,solar_flux,wind_dir_sin,wind_dir_cos,building_count_100m,building_area_100m
-73.90916667,40.81310667,2021-07-24 15:53:00-04:00,1.030288903,0.206056616194865,-0.2266488115165718,-0.0110375275938189,37.78553354000002,27.0306876466899,47.04603147003485,2.9386247066202,178.12170738153276,614.2275058675959,0.0325938676491954,-0.9639515890744922,9,22021.913864922397
-73.90918667,40.813045,2021-07-24 15:53:00-04:00,1.030288903,0.4850894632206759,-0.4627937336814621,-0.1828978622327791,37.78553354000002,27.03033292810449,47.04549939215674,2.9393341437910143,178.1491980719018,614.2133171241796,0.0321199136029554,-0.9639474529401916,10,23529.583653211077
-73.909215,40.81297833,2021-07-24 15:53:00-04:00,1.023797758,0.4850894632206759,-0.4627937336814621,-0.1828978622327791,37.78553354000002,27.02992980648749,47.04489470973124,2.940140387025017,178.18043999721942,614.1971922594995,0.0315812862815669,-0.9639427524107694,9,21067.543693095977
-73.90924167,40.81290833,2021-07-24 15:53:00-04:00,1.023797758,0.495835458099609,-0.4834794335805799,-0.1739594450373532,37.78553354000002,27.02951543201246,47.044273148018696,2.94096913597508,178.2125540190344,614.1806172804984,0.0310276235551713,-0.9639379206693556,8,19166.747334663152
-73.90925667,40.812845,2021-07-24 15:53:00-04:00,1.021634043,0.5061857466457571,-0.4781121751025992,-0.1438401482069604,37.35828104000001,27.02916719704325,47.04375079556488,2.9416656059134887,178.23954222914767,614.1666878817304,0.0305623325343833,-0.9639338601361328,8,19166.747334663152
-73.90928,40.81277667,2021-07-24 15:53:00-04:00,1.021634043,0.5790482274033855,-0.5256904798642185,-0.2089497493581122,37.35828104000001,27.028770515285437,47.04315577292815,2.9424589694291394,178.27028506537914,614.1508206114173,0.0300323097728891,-0.9639292346975672,9,19614.881167622832
-73.90931167,40.81271,2021-07-24 15:53:00-04:00,1.015142899,0.5790482274033855,-0.5256904798642185,-0.2089497493581122,37.35828104000001,27.028357271554835,47.04253590733225,2.94328545689033,178.30231145450028,614.1342908621934,0.0294801578804975,-0.963924416141002,10,16722.068657288313
-73.90934,40.81264333,2021-07-24 15:53:00-04:00,1.015142899,0.5122828040742959,-0.5154608225758031,-0.1406620720822506,37.35828104000001,27.02795372685314,47.04193059027971,2.944092546293713,178.3335861688814,614.1181490741257,0.0289409652583068,-0.9639197106782744,10,16722.068657288313
-73.90936333,40.81256167,2021-07-24 15:53:00-04:00,1.012979184,0.4698870765370138,-0.48338081671415,-0.1040169631287548,36.28502276000006,27.02749280354062,47.04123920531094,2.945014392918753,178.3693077256017,614.0997121416249,0.0283251067215334,-0.963914336162246,10,17648.433190420772
-73.90938333,40.812485,2021-07-24 15:53:00-04:00,1.012979184,0.4863912904258725,-0.456313725490196,-0.0756575136137179,36.28502276000006,27.027065634941284,47.04059845241192,2.945868730117429,178.4024132920504,614.0826253976514,0.0277543492410634,-0.9639093552371736,11,21218.88207198282
