Longitude,Latitude,datetime,UHI Index,NDVI,NDWI,NDBI,LST,air_temp,rel_humidity,avg_windspeed,wind_direction,solar_flux,wind_dir_sin,wind_dir_cos
-73.90916667,40.81310667,2021-07-24 15:53:00-04:00,1.030288903,0.206056616194865,-0.2266488115165718,-0.0110375275938189,37.78553354000002,27.0306876466899,47.04603147003485,2.9386247066202,178.12170738153276,614.2275058675959,0.032593867649195495,-0.9639515890744922
-73.90918667,40.813045,2021-07-24 15:53:00-04:00,1.030288903,0.4850894632206759,-0.4627937336814621,-0.1828978622327791,37.78553354000002,27.030332928104492,47.04549939215674,2.9393341437910143,178.1491980719018,614.2133171241796,0.03211991360295547,-0.9639474529401916
-73.909215,40.81297833,2021-07-24 15:53:00-04:00,1.023797758,0.4850894632206759,-0.4627937336814621,-0.1828978622327791,37.78553354000002,27.02992980648749,47.04489470973124,2.940140387025017,178.18043999721942,614.1971922594995,0.03158128628156698,-0.9639427524107694
-73.90924167,40.81290833,2021-07-24 15:53:00-04:00,1.023797758,0.495835458099609,-0.4834794335805799,-0.1739594450373532,37.78553354000002,27.02951543201246,47.044273148018696,2.94096913597508,178.2125540190344,614.1806172804984,0.031027623555171385,-0.9639379206693556
-73.90925667,40.812845,2021-07-24 15:53:00-04:00,1.021634043,0.5061857466457571,-0.4781121751025992,-0.1438401482069604,37.35828104000001,27.029167197043254,47.04375079556488,2.9416656059134887,178.23954222914767,614.1666878817304,0.030562332534383393,-0.9639338601361329
-73.90928,40.81277667,2021-07-24 15:53:00-04:00,1.021634043,0.5790482274033855,-0.5256904798642185,-0.2089497493581122,37.35828104000001,27.028770515285434,47.04315577292815,2.9424589694291394,178.27028506537914,614.1508206114173,0.03003230977288913,-0.9639292346975673
-73.90931167,40.81271,2021-07-24 15:53:00-04:00,1.015142899,0.5790482274033855,-0.5256904798642185,-0.2089497493581122,37.35828104000001,27.028357271554835,47.04253590733225,2.94328545689033,178.30231145450028,614.1342908621934,0.02948015788049756,-0.963924416141002
-73.90934,40.81264333,2021-07-24 15:53:00-04:00,1.015142899,0.5122828040742959,-0.5154608225758031,-0.1406620720822506,37.35828104000001,27.02795372685314,47.04193059027971,2.944092546293713,178.3335861688814,614.1181490741257,0.028940965258306802,-0.9639197106782743
-73.90936333,40.81256167,2021-07-24 15:53:00-04:00,1.012979184,0.4698870765370138,-0.48338081671415,-0.1040169631287548,36.28502276000006,27.02749280354062,47.04123920531094,2.945014392918753,178.3693077256017,614.0997121416249,0.028325106721533426,-0.9639143361622461
-73.90938333,40.812485,2021-07-24 15:53:00-04:00,1.012979184,0.4863912904258725,-0.456313725490196,-0.0756575136137179,36.28502276000006,27.027065634941284,47.04059845241192,2.945868730117429,178.4024132920504,614.0826253976514,0.027754349241063434,-0.9639093552371735
-73.90939333,40.81240333,2021-07-24 15:53:00-04:00,1.010815469,0.4392833443928334,-0.416952474277315,-0.0419118530082862,36.28502276000006,27.026643965722027,47.03996594858304,2.9467120685559482,178.435092656543,614.0657586288811,0.02719093970780351,-0.9639044384366646
-73.90942,40.81233,2021-07-24 15:53:00-04:00,1.010815469,0.3240038872691934,-0.3039816232771822,0.150093574547723,36.70202119999999,27.026213156293807,47.0393197344407,2.9475736874123952,178.4684803872303,614.0485262517522,0.026615317566577392,-0.9638994150583406
-73.90945333,40.81223667,2021-07-24 15:53:00-04:00,1.010815469,0.2722563936549045,-0.275974025974026,-0.0143244289585753,36.70202119999999,27.02566658519152,47.03849987778728,2.948666829616961,178.51083964765726,614.0266634076606,0.025885021506145158,-0.9638930418611732
-73.90947667,40.81216333,2021-07-24 15:53:00-04:00,1.010815469,0.2722563936549045,-0.275974025974026,-0.0143244289585753,36.70202119999999,27.025245478752154,47.03786821812824,2.9495090424956913,178.54347539670803,614.0098191500862,0.025322363926177774,-0.9638881316228614
-73.90949333,40.81209333,2021-07-24 15:53:00-04:00,1.010815469,0.1643356643356643,-0.1885782272456871,0.0636203866432337,36.70202119999999,27.024860197625518,47.03729029643827,2.9502796047489674,178.57333468402246,613.9944079050207,0.02480757401546496,-0.9638836391193706
-73.90952167,40.81203167,2021-07-24 15:53:00-04:00,1.010815469,0.1191977077363896,-0.1556213017751479,0.0749555950266429,37.09509350000002,27.024480245982247,47.03672036897336,2.9510395080355147,178.6027809363762,613.9792098392898,0.024299905045995714,-0.9638792087593925
